service_desk_enabled;default_branch;security_and_compliance_enabled;squash_commit_template;id;auto_devops_deploy_strategy;resolve_outdated_diff_discussions;visibility;service_desk_address;path;readme_url;empty_repo;autoclose_referenced_issues;snippets_access_level;builds_access_level;build_timeout;printing_merge_request_link_enabled;keep_latest_artifact;can_create_merge_request_in;packages_enabled;forked_from_project;ci_forward_deployment_enabled;security_and_compliance_access_level;ci_config_path;shared_runners_enabled;topics;auto_devops_enabled;enforce_auth_checks_on_uploads;star_count;snippets_enabled;wiki_access_level;forking_access_level;permissions;last_activity_at;jobs_enabled;request_access_enabled;compliance_frameworks;lfs_enabled;created_at;_links;restrict_user_defined_variables;description;issues_access_level;issues_enabled;allow_merge_on_skipped_pipeline;squash_option;remove_source_branch_after_merge;public_jobs;archived;import_status;shared_with_groups;merge_requests_enabled;namespace;http_url_to_repo;merge_requests_access_level;external_authorization_classification_label;merge_commit_template;only_allow_merge_if_all_discussions_are_resolved;requirements_access_level;only_allow_merge_if_pipeline_succeeds;container_registry_enabled;container_registry_image_prefix;open_issues_count;name;mr_default_target_self;runner_token_expiration_interval;analytics_access_level;tag_list;ci_job_token_scope_enabled;operations_access_level;creator_id;pages_access_level;ssh_url_to_repo;suggestion_commit_message;web_url;auto_cancel_pending_pipelines;emails_disabled;container_expiration_policy;ci_default_git_depth;forks_count;requirements_enabled;path_with_namespace;avatar_url;owner;name_with_namespace;wiki_enabled;container_registry_access_level;merge_method;repository_access_level;import_type;import_url
True;master;True;None;11616380;continuous;False;private;contact-project+acdh-oeaw-dha-migrate-dha-d7-11616380-issue-@incoming.gitlab.com;migrate_dha_d7;https://gitlab.com/acdh-oeaw/dha/migrate_dha_d7/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-07-01T12:31:10.029Z;True;False;[];True;2019-04-01T13:57:33.369Z;{'self': 'https://gitlab.com/api/v4/projects/11616380', 'issues': 'https://gitlab.com/api/v4/projects/11616380/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11616380/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11616380/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11616380/labels', 'events': 'https://gitlab.com/api/v4/projects/11616380/events', 'members': 'https://gitlab.com/api/v4/projects/11616380/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11616380/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;finished;[];True;{'id': 4921569, 'name': 'DHA', 'path': 'dha', 'kind': 'group', 'full_path': 'acdh-oeaw/dha', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/dha'};https://gitlab.com/acdh-oeaw/dha/migrate_dha_d7.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/dha/migrate_dha_d7;0;migrate_dha_d7;;None;enabled;[];False;enabled;2501881;private;git@gitlab.com:acdh-oeaw/dha/migrate_dha_d7.git;None;https://gitlab.com/acdh-oeaw/dha/migrate_dha_d7;enabled;None;;None;0;False;acdh-oeaw/dha/migrate_dha_d7;None;;ACDH-CH / DHA / migrate_dha_d7;True;enabled;merge;enabled;None;https://redmine.acdh.oeaw.ac.at/migrate_dha_d7.git
True;master;True;None;11616393;continuous;False;private;contact-project+acdh-oeaw-dha-dha-services-11616393-issue-@incoming.gitlab.com;dha_services;https://gitlab.com/acdh-oeaw/dha/dha_services/-/blob/master/README.txt;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-04-01T13:58:18.385Z;True;False;[];True;2019-04-01T13:58:18.385Z;{'self': 'https://gitlab.com/api/v4/projects/11616393', 'issues': 'https://gitlab.com/api/v4/projects/11616393/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11616393/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11616393/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11616393/labels', 'events': 'https://gitlab.com/api/v4/projects/11616393/events', 'members': 'https://gitlab.com/api/v4/projects/11616393/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11616393/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;finished;[];True;{'id': 4921569, 'name': 'DHA', 'path': 'dha', 'kind': 'group', 'full_path': 'acdh-oeaw/dha', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/dha'};https://gitlab.com/acdh-oeaw/dha/dha_services.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/dha/dha_services;0;dha_services;;None;enabled;[];False;enabled;2501881;private;git@gitlab.com:acdh-oeaw/dha/dha_services.git;None;https://gitlab.com/acdh-oeaw/dha/dha_services;enabled;None;;None;0;False;acdh-oeaw/dha/dha_services;None;;ACDH-CH / DHA / dha_services;True;enabled;merge;enabled;None;https://redmine.acdh.oeaw.ac.at/dha_services.git
True;master;True;None;11616536;continuous;False;private;contact-project+acdh-oeaw-vue-fundament-11616536-issue-@incoming.gitlab.com;vue-fundament;https://gitlab.com/acdh-oeaw/vue-fundament/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': {'access_level': 50, 'notification_level': 3}};2019-04-01T14:06:23.501Z;True;False;[];True;2019-04-01T14:06:23.501Z;{'self': 'https://gitlab.com/api/v4/projects/11616536', 'issues': 'https://gitlab.com/api/v4/projects/11616536/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11616536/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11616536/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11616536/labels', 'events': 'https://gitlab.com/api/v4/projects/11616536/events', 'members': 'https://gitlab.com/api/v4/projects/11616536/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11616536/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;finished;[];True;{'id': 4707494, 'name': 'ACDH-CH', 'path': 'acdh-oeaw', 'kind': 'group', 'full_path': 'acdh-oeaw', 'parent_id': None, 'avatar_url': '/uploads/-/system/group/avatar/4707494/acdh-ch-logo.png', 'web_url': 'https://gitlab.com/groups/acdh-oeaw'};https://gitlab.com/acdh-oeaw/vue-fundament.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/vue-fundament;0;vue-fundament;;None;enabled;[];False;enabled;2501881;private;git@gitlab.com:acdh-oeaw/vue-fundament.git;None;https://gitlab.com/acdh-oeaw/vue-fundament;enabled;None;;None;0;False;acdh-oeaw/vue-fundament;None;;ACDH-CH / vue-fundament;True;enabled;merge;enabled;None;https://redmine.acdh.oeaw.ac.at/vue-fundament.git
True;master;True;None;11616768;continuous;False;private;contact-project+acdh-oeaw-cva-cva-webapp-11616768-issue-@incoming.gitlab.com;cva_webapp;https://gitlab.com/acdh-oeaw/cva/cva_webapp/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-04-01T14:16:28.504Z;True;False;[];True;2019-04-01T14:16:28.504Z;{'self': 'https://gitlab.com/api/v4/projects/11616768', 'issues': 'https://gitlab.com/api/v4/projects/11616768/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11616768/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11616768/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11616768/labels', 'events': 'https://gitlab.com/api/v4/projects/11616768/events', 'members': 'https://gitlab.com/api/v4/projects/11616768/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11616768/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;finished;[];True;{'id': 4921571, 'name': 'CVA', 'path': 'cva', 'kind': 'group', 'full_path': 'acdh-oeaw/cva', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/cva'};https://gitlab.com/acdh-oeaw/cva/cva_webapp.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/cva/cva_webapp;0;cva_webapp;;None;enabled;[];False;enabled;2501881;private;git@gitlab.com:acdh-oeaw/cva/cva_webapp.git;None;https://gitlab.com/acdh-oeaw/cva/cva_webapp;enabled;None;;None;0;False;acdh-oeaw/cva/cva_webapp;None;;ACDH-CH / CVA / cva_webapp;True;enabled;merge;enabled;None;https://redmine.acdh.oeaw.ac.at/cva_webapp.git
True;master;True;None;11635561;continuous;False;private;contact-project+acdh-oeaw-vidi-11635561-issue-@incoming.gitlab.com;vidi;None;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': {'access_level': 50, 'notification_level': 3}};2020-08-13T08:19:10.483Z;True;False;[];True;2019-04-02T11:13:30.612Z;{'self': 'https://gitlab.com/api/v4/projects/11635561', 'issues': 'https://gitlab.com/api/v4/projects/11635561/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11635561/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11635561/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11635561/labels', 'events': 'https://gitlab.com/api/v4/projects/11635561/events', 'members': 'https://gitlab.com/api/v4/projects/11635561/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11635561/cluster_agents'};False;"Data and code of ViDi – Viennese Historical Dictionaries

See https://redmine.acdh.oeaw.ac.at/projects/vidi";enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4707494, 'name': 'ACDH-CH', 'path': 'acdh-oeaw', 'kind': 'group', 'full_path': 'acdh-oeaw', 'parent_id': None, 'avatar_url': '/uploads/-/system/group/avatar/4707494/acdh-ch-logo.png', 'web_url': 'https://gitlab.com/groups/acdh-oeaw'};https://gitlab.com/acdh-oeaw/vidi.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/vidi;0;ViDi;;None;enabled;[];False;enabled;3577401;private;git@gitlab.com:acdh-oeaw/vidi.git;None;https://gitlab.com/acdh-oeaw/vidi;enabled;None;;None;0;False;acdh-oeaw/vidi;None;;ACDH-CH / ViDi;True;enabled;merge;enabled;None;None
True;master;True;None;11653359;continuous;False;private;contact-project+acdh-oeaw-docker-jenkins-ci-11653359-issue-@incoming.gitlab.com;jenkins-ci;https://gitlab.com/acdh-oeaw/docker/jenkins-ci/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;1;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-07-24T09:18:10.389Z;True;False;[];True;2019-04-03T09:10:46.881Z;{'self': 'https://gitlab.com/api/v4/projects/11653359', 'issues': 'https://gitlab.com/api/v4/projects/11653359/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11653359/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11653359/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11653359/labels', 'events': 'https://gitlab.com/api/v4/projects/11653359/events', 'members': 'https://gitlab.com/api/v4/projects/11653359/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11653359/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;none;[];True;{'id': 5359006, 'name': 'Docker ', 'path': 'docker', 'kind': 'group', 'full_path': 'acdh-oeaw/docker', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/docker'};https://gitlab.com/acdh-oeaw/docker/jenkins-ci.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/docker/jenkins-ci;0;Jenkins;;None;enabled;[];False;enabled;2395357;private;git@gitlab.com:acdh-oeaw/docker/jenkins-ci.git;None;https://gitlab.com/acdh-oeaw/docker/jenkins-ci;enabled;None;;None;0;False;acdh-oeaw/docker/jenkins-ci;None;;ACDH-CH / Docker  / Jenkins;True;enabled;merge;enabled;None;None
True;master;True;None;11654656;continuous;False;private;contact-project+acdh-oeaw-linkedcat-issues-11654656-issue-@incoming.gitlab.com;issues;https://gitlab.com/acdh-oeaw/linkedcat/issues/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2021-04-03T06:59:16.908Z;True;False;[];True;2019-04-03T09:57:41.215Z;{'self': 'https://gitlab.com/api/v4/projects/11654656', 'issues': 'https://gitlab.com/api/v4/projects/11654656/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11654656/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11654656/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11654656/labels', 'events': 'https://gitlab.com/api/v4/projects/11654656/events', 'members': 'https://gitlab.com/api/v4/projects/11654656/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11654656/cluster_agents'};False;Ticket generation and project data statistics;enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4785268, 'name': 'Linkedcat', 'path': 'linkedcat', 'kind': 'group', 'full_path': 'acdh-oeaw/linkedcat', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/linkedcat'};https://gitlab.com/acdh-oeaw/linkedcat/issues.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/linkedcat/issues;0;issues;;None;enabled;[];False;enabled;3608055;private;git@gitlab.com:acdh-oeaw/linkedcat/issues.git;None;https://gitlab.com/acdh-oeaw/linkedcat/issues;enabled;None;;None;0;False;acdh-oeaw/linkedcat/issues;None;;ACDH-CH / Linkedcat / issues;True;enabled;merge;enabled;None;None
True;master;True;None;11661428;continuous;False;private;contact-project+acdh-oeaw-staribacher-staribacher-data-11661428-issue-@incoming.gitlab.com;staribacher-data;https://gitlab.com/acdh-oeaw/staribacher/staribacher-data/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-06-29T07:56:07.254Z;True;False;[];True;2019-04-03T15:56:45.938Z;{'self': 'https://gitlab.com/api/v4/projects/11661428', 'issues': 'https://gitlab.com/api/v4/projects/11661428/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11661428/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11661428/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11661428/labels', 'events': 'https://gitlab.com/api/v4/projects/11661428/events', 'members': 'https://gitlab.com/api/v4/projects/11661428/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11661428/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4942186, 'name': 'Staribacher', 'path': 'staribacher', 'kind': 'group', 'full_path': 'acdh-oeaw/staribacher', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/staribacher'};https://gitlab.com/acdh-oeaw/staribacher/staribacher-data.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/staribacher/staribacher-data;0;staribacher-data;;None;enabled;[];False;enabled;3625363;private;git@gitlab.com:acdh-oeaw/staribacher/staribacher-data.git;None;https://gitlab.com/acdh-oeaw/staribacher/staribacher-data;enabled;None;;None;0;False;acdh-oeaw/staribacher/staribacher-data;None;;ACDH-CH / Staribacher / staribacher-data;True;enabled;merge;enabled;None;None
True;master;True;None;11736847;continuous;False;private;contact-project+acdh-oeaw-apis-apis-notebooks-11736847-issue-@incoming.gitlab.com;apis-notebooks;None;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-04-08T09:20:46.039Z;True;False;[];True;2019-04-08T09:20:46.039Z;{'self': 'https://gitlab.com/api/v4/projects/11736847', 'issues': 'https://gitlab.com/api/v4/projects/11736847/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11736847/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11736847/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11736847/labels', 'events': 'https://gitlab.com/api/v4/projects/11736847/events', 'members': 'https://gitlab.com/api/v4/projects/11736847/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11736847/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;finished;[];True;{'id': 4970894, 'name': 'APIS', 'path': 'apis', 'kind': 'group', 'full_path': 'acdh-oeaw/apis', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/apis'};https://gitlab.com/acdh-oeaw/apis/apis-notebooks.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/apis/apis-notebooks;0;apis-notebooks;;None;enabled;[];False;enabled;3569569;private;git@gitlab.com:acdh-oeaw/apis/apis-notebooks.git;None;https://gitlab.com/acdh-oeaw/apis/apis-notebooks;enabled;None;;None;0;False;acdh-oeaw/apis/apis-notebooks;None;;ACDH-CH / APIS / apis-notebooks;True;enabled;merge;enabled;None;https://redmine.acdh.oeaw.ac.at/apis-notebooks.git
True;master;True;None;11736924;continuous;False;private;contact-project+acdh-oeaw-apis-apis-legacy-11736924-issue-@incoming.gitlab.com;apis-legacy;https://gitlab.com/acdh-oeaw/apis/apis-legacy/-/blob/master/README.rst;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-04-08T09:24:02.089Z;True;False;[];True;2019-04-08T09:24:02.089Z;{'self': 'https://gitlab.com/api/v4/projects/11736924', 'issues': 'https://gitlab.com/api/v4/projects/11736924/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11736924/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11736924/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11736924/labels', 'events': 'https://gitlab.com/api/v4/projects/11736924/events', 'members': 'https://gitlab.com/api/v4/projects/11736924/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11736924/cluster_agents'};False;legacy repo of the apis project imported from redmine;enabled;True;None;default_off;None;True;False;finished;[];True;{'id': 4970894, 'name': 'APIS', 'path': 'apis', 'kind': 'group', 'full_path': 'acdh-oeaw/apis', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/apis'};https://gitlab.com/acdh-oeaw/apis/apis-legacy.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/apis/apis-legacy;0;apis-legacy;;None;enabled;[];False;enabled;3569569;private;git@gitlab.com:acdh-oeaw/apis/apis-legacy.git;None;https://gitlab.com/acdh-oeaw/apis/apis-legacy;enabled;None;;None;0;False;acdh-oeaw/apis/apis-legacy;None;;ACDH-CH / APIS / apis-legacy;True;enabled;merge;enabled;None;https://redmine.acdh.oeaw.ac.at/apis-core.git
True;master;True;None;11758279;continuous;False;private;contact-project+acdh-oeaw-delphi-vicav-geolocator-11758279-issue-@incoming.gitlab.com;vicav_geolocator;None;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-04-09T09:09:28.095Z;True;False;[];True;2019-04-09T09:09:28.095Z;{'self': 'https://gitlab.com/api/v4/projects/11758279', 'issues': 'https://gitlab.com/api/v4/projects/11758279/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11758279/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11758279/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11758279/labels', 'events': 'https://gitlab.com/api/v4/projects/11758279/events', 'members': 'https://gitlab.com/api/v4/projects/11758279/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11758279/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4844472, 'name': 'Delphi', 'path': 'delphi', 'kind': 'group', 'full_path': 'acdh-oeaw/delphi', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/delphi'};https://gitlab.com/acdh-oeaw/delphi/vicav_geolocator.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/delphi/vicav_geolocator;0;vicav_geolocator;;None;enabled;[];False;enabled;3649642;private;git@gitlab.com:acdh-oeaw/delphi/vicav_geolocator.git;None;https://gitlab.com/acdh-oeaw/delphi/vicav_geolocator;enabled;None;;None;0;False;acdh-oeaw/delphi/vicav_geolocator;None;;ACDH-CH / Delphi / vicav_geolocator;True;enabled;merge;enabled;None;None
True;master;True;None;11762366;continuous;False;private;contact-project+acdh-oeaw-add-add-data-11762366-issue-@incoming.gitlab.com;add-data;https://gitlab.com/acdh-oeaw/add/add-data/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2021-08-06T08:07:45.534Z;True;False;[];True;2019-04-09T12:36:59.439Z;{'self': 'https://gitlab.com/api/v4/projects/11762366', 'issues': 'https://gitlab.com/api/v4/projects/11762366/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11762366/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11762366/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11762366/labels', 'events': 'https://gitlab.com/api/v4/projects/11762366/events', 'members': 'https://gitlab.com/api/v4/projects/11762366/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11762366/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4981035, 'name': 'ADD', 'path': 'add', 'kind': 'group', 'full_path': 'acdh-oeaw/add', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/add'};https://gitlab.com/acdh-oeaw/add/add-data.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/add/add-data;0;ADD-data;;None;enabled;[];False;enabled;3577401;private;git@gitlab.com:acdh-oeaw/add/add-data.git;None;https://gitlab.com/acdh-oeaw/add/add-data;enabled;None;;None;0;False;acdh-oeaw/add/add-data;None;;ACDH-CH / ADD / ADD-data;True;enabled;merge;enabled;None;None
True;master;True;None;11783540;continuous;False;private;contact-project+acdh-oeaw-dha-dha-migrate-zotero-11783540-issue-@incoming.gitlab.com;dha_migrate_zotero;https://gitlab.com/acdh-oeaw/dha/dha_migrate_zotero/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-07-01T12:11:59.293Z;True;False;[];True;2019-04-10T13:26:18.145Z;{'self': 'https://gitlab.com/api/v4/projects/11783540', 'issues': 'https://gitlab.com/api/v4/projects/11783540/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11783540/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11783540/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11783540/labels', 'events': 'https://gitlab.com/api/v4/projects/11783540/events', 'members': 'https://gitlab.com/api/v4/projects/11783540/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11783540/cluster_agents'};False;Defining a workflow for migrating a Zotero libarary into Drupal;enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4921569, 'name': 'DHA', 'path': 'dha', 'kind': 'group', 'full_path': 'acdh-oeaw/dha', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/dha'};https://gitlab.com/acdh-oeaw/dha/dha_migrate_zotero.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/dha/dha_migrate_zotero;0;dha_migrate_zotero;;None;enabled;[];False;enabled;3564749;private;git@gitlab.com:acdh-oeaw/dha/dha_migrate_zotero.git;None;https://gitlab.com/acdh-oeaw/dha/dha_migrate_zotero;enabled;None;;None;0;False;acdh-oeaw/dha/dha_migrate_zotero;None;;ACDH-CH / DHA / dha_migrate_zotero;True;enabled;merge;enabled;None;None
True;master;True;None;11784430;continuous;False;private;contact-project+acdh-oeaw-dha-dha-content-types-11784430-issue-@incoming.gitlab.com;dha_content_types;https://gitlab.com/acdh-oeaw/dha/dha_content_types/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-04-10T14:08:58.387Z;True;False;[];True;2019-04-10T14:08:58.387Z;{'self': 'https://gitlab.com/api/v4/projects/11784430', 'issues': 'https://gitlab.com/api/v4/projects/11784430/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11784430/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11784430/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11784430/labels', 'events': 'https://gitlab.com/api/v4/projects/11784430/events', 'members': 'https://gitlab.com/api/v4/projects/11784430/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11784430/cluster_agents'};False;Export of content types that where used in D7 and manually created in D8 (can be integrated with the drupal/features module);enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4921569, 'name': 'DHA', 'path': 'dha', 'kind': 'group', 'full_path': 'acdh-oeaw/dha', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/dha'};https://gitlab.com/acdh-oeaw/dha/dha_content_types.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/dha/dha_content_types;0;dha_content_types;;None;enabled;[];False;enabled;3564749;private;git@gitlab.com:acdh-oeaw/dha/dha_content_types.git;None;https://gitlab.com/acdh-oeaw/dha/dha_content_types;enabled;None;;None;0;False;acdh-oeaw/dha/dha_content_types;None;;ACDH-CH / DHA / dha_content_types;True;enabled;merge;enabled;None;None
True;master;True;None;11785619;continuous;False;private;contact-project+acdh-oeaw-linkedcat-ocrtools-11785619-issue-@incoming.gitlab.com;ocrtools;https://gitlab.com/acdh-oeaw/linkedcat/ocrtools/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;None;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2019-06-12T16:02:42.544Z;True;False;[];True;2019-04-10T15:10:29.780Z;{'self': 'https://gitlab.com/api/v4/projects/11785619', 'issues': 'https://gitlab.com/api/v4/projects/11785619/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/11785619/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/11785619/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/11785619/labels', 'events': 'https://gitlab.com/api/v4/projects/11785619/events', 'members': 'https://gitlab.com/api/v4/projects/11785619/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/11785619/cluster_agents'};False;;enabled;True;None;default_off;None;True;False;none;[];True;{'id': 4785268, 'name': 'Linkedcat', 'path': 'linkedcat', 'kind': 'group', 'full_path': 'acdh-oeaw/linkedcat', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/linkedcat'};https://gitlab.com/acdh-oeaw/linkedcat/ocrtools.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/linkedcat/ocrtools;0;ocrtools;;None;enabled;[];False;enabled;3608055;private;git@gitlab.com:acdh-oeaw/linkedcat/ocrtools.git;None;https://gitlab.com/acdh-oeaw/linkedcat/ocrtools;enabled;None;;None;0;False;acdh-oeaw/linkedcat/ocrtools;None;;ACDH-CH / Linkedcat / ocrtools;True;enabled;merge;enabled;None;None
